DisorderID,OrphaCode,ExpertLink,DisorderName,DisorderType,DisorderGroup,AgeOfOnsetIDs,AgeOfOnsetNames,InheritanceTypeIDs,InheritanceTypeNames
2997,3384,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3384,Common arterial trunk,Morphological anomaly,Disorder,23522|23515,Infancy|Neonatal,23494,Not applicable
20340,275864,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=275864,Behavioral variant of frontotemporal dementia,Disease,Disorder,23543,Adult,23410,Autosomal dominant
20343,275944,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=275944,Hemolytic disease of the newborn with Kell alloimmunization,Disease,Disorder,23522|23515,Infancy|Neonatal,,
2998,3387,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3387,Isolated anterior cervical hypertrichosis,Disease,Disorder,23529,Childhood,23410|23417,Autosomal dominant|Autosomal recessive
2992,1723,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1723,Mosaic trisomy 2 syndrome,Malformation syndrome,Disorder,23508|23515,Antenatal|Neonatal,,
20336,275828,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=275828,Pulmonary arterial hypertension associated with chronic hemolytic anemia,Clinical group,Group of disorders,23557,All ages,23424|23494,Multigenic/multifactorial|Not applicable
2993,1724,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1724,Mosaic trisomy 20 syndrome,Malformation syndrome,Disorder,23508|23515,Antenatal|Neonatal,,
2994,1747,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1747,Mosaic trisomy 7 syndrome,Malformation syndrome,Disorder,23508|23515,Antenatal|Neonatal,,
2954,3329,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3329,Tibial aplasia-ectrodactyly syndrome,Malformation syndrome,Disorder,23508|23522|23515,Antenatal|Infancy|Neonatal,23410,Autosomal dominant
2953,3328,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3328,Absent tibia-polydactyly-arachnoid cyst syndrome,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23480,Unknown
2952,3327,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3327,Thyrocerebrorenal syndrome,Malformation syndrome,Disorder,23529,Childhood,23417,Autosomal recessive
2951,3326,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3326,Thymic-renal-anal-lung dysplasia,Malformation syndrome,Disorder,23508|23515,Antenatal|Neonatal,23417,Autosomal recessive
2949,3322,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3322,Hoyeraal-Hreidarsson syndrome,Disease,Disorder,23522|23515,Infancy|Neonatal,23410|23417|23431,Autosomal dominant|Autosomal recessive|X-linked recessive
2947,3317,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3317,Thoracolaryngopelvic dysplasia,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
2946,3316,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3316,Thomas syndrome,Malformation syndrome,Disorder,23508|23515,Antenatal|Neonatal,23417,Autosomal recessive
2945,3314,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3314,"Thiemann disease, familial form",Disease,Disorder,23536,Adolescent,23494,Not applicable
2974,3355,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3355,Trichoodontoonychial dysplasia,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
20319,275555,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=275555,Preeclampsia,Disease,Disorder,23543,Adult,23494,Not applicable
20318,275543,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=275543,L1 syndrome,Malformation syndrome,Disorder,23508|23522|23515,Antenatal|Infancy|Neonatal,23431,X-linked recessive
2972,3353,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3353,Trichodermodysplasia-dental alterations syndrome,Malformation syndrome,Disorder,23515,Neonatal,,
20316,275523,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=275523,Dianzani autoimmune lymphoproliferative disease,Disease,Disorder,23557,All ages,23480,Unknown
2970,3351,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3351,Trichodental syndrome,Malformation syndrome,Disorder,23529,Childhood,23410,Autosomal dominant
20315,275517,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=275517,Autoimmune lymphoproliferative syndrome-recurrent viral infections due to CASP8 deficiency,Disease,Disorder,23529,Childhood,23417,Autosomal recessive
2971,3352,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3352,Tricho-dento-osseous syndrome,Malformation syndrome,Disorder,23529,Childhood,23410,Autosomal dominant
2969,3350,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3350,Tremor-nystagmus-duodenal ulcer syndrome,Disease,Disorder,23515,Neonatal,,
2966,3344,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3344,Weismann-Netter syndrome,Malformation syndrome,Disorder,23515,Neonatal,,
2967,3347,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3347,Mounier-Kühn syndrome,Clinical syndrome,Disorder,23557,All ages,23494,Not applicable
2964,3341,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3341,Torticollis-keloids-cryptorchidism-renal dysplasia syndrome,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23445,X-linked dominant
2965,3342,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3342,Arterial tortuosity syndrome,Malformation syndrome,Disorder,23529|23522,Childhood|Infancy,23417,Autosomal recessive
2962,3339,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3339,Oculoectodermal syndrome,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23494,Not applicable
20307,271861,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=271861,Hereditary ATTR amyloidosis,Disease,Disorder,,,23410,Autosomal dominant
2961,3338,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3338,Toriello-Carey syndrome,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
3049,3469,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3469,XK aprosencephaly syndrome,Malformation syndrome,Disorder,23508|23522|23515,Antenatal|Infancy|Neonatal,23417,Autosomal recessive
3051,3472,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3472,Yunis-Varon syndrome,Malformation syndrome,Disorder,23508|23515,Antenatal|Neonatal,23417,Autosomal recessive
3050,3471,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3471,Young syndrome,Disease,Disorder,23543,Adult,23480,Unknown
3053,3319,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3319,Congenital amegakaryocytic thrombocytopenia,Disease,Disorder,23515,Neonatal,23417,Autosomal recessive
3052,3473,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3473,Zimmermann-Laband syndrome,Malformation syndrome,Disorder,23515,Neonatal,23417,Autosomal recessive
3041,3459,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3459,Wilson-Turner syndrome,Malformation syndrome,Disorder,23529,Childhood,23445|23431,X-linked dominant|X-linked recessive
3045,3464,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3464,Woodhouse-Sakati syndrome,Disease,Disorder,23536|23529,Adolescent|Childhood,23417,Autosomal recessive
3047,3466,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3466,WT limb-blood syndrome,Disease,Disorder,23529,Childhood,23410,Autosomal dominant
3046,3465,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3465,Worster-Drought syndrome,Disease,Disorder,23529,Childhood,23410|23494,Autosomal dominant|Not applicable
3064,2749,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2749,Oromandibular-limb hypogenesis syndrome,Clinical group,Group of disorders,23522|23515,Infancy|Neonatal,,
3066,2995,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2995,Baraitser-Winter cerebrofrontofacial syndrome,Malformation syndrome,Disorder,23508|23522|23515,Antenatal|Infancy|Neonatal,23410|23494,Autosomal dominant|Not applicable
3069,3200,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3200,Arthrogryposis-ectodermal dysplasia syndrome,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23480,Unknown
3071,1570,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1570,Symbrachydactyly of hands and feet,Malformation syndrome,Disorder,23508|23515,Antenatal|Neonatal,,
3057,3243,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3243,Sweet syndrome,Disease,Disorder,23543,Adult,23424,Multigenic/multifactorial
3060,1827,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1827,Acromelic frontonasal dysplasia,Malformation syndrome,Disorder,23508|23515,Antenatal|Neonatal,23410,Autosomal dominant
3063,2076,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2076,X-linked intellectual disability-epilepsy syndrome,Clinical group,Group of disorders,23529,Childhood,23445|23431,X-linked dominant|X-linked recessive
3017,3424,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3424,Velo-facial-skeletal syndrome,Malformation syndrome,Disorder,23515,Neonatal,,
20233,268973,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=268973,Isolated focal cortical dysplasia type Ia,Histopathological subtype,Subtype of disorder,,,23494,Not applicable
20238,269008,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=269008,Isolated focal cortical dysplasia type IIb,Histopathological subtype,Subtype of disorder,,,23494,Not applicable
3023,3433,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3433,Microcephaly-brachydactyly-kyphoscoliosis syndrome,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
3020,3429,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3429,Verloove Vanhorick-Brubakk syndrome,Malformation syndrome,Disorder,23515,Neonatal,,
20237,269001,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=269001,Isolated focal cortical dysplasia type IIa,Histopathological subtype,Subtype of disorder,,,23494,Not applicable
3011,2460,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2460,Van den Ende-Gupta syndrome,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
20226,268940,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=268940,Bilateral polymicrogyria,Morphological anomaly,Disorder,23522|23515,Infancy|Neonatal,23417|23445,Autosomal recessive|X-linked dominant
20227,268943,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=268943,Unilateral polymicrogyria,Morphological anomaly,Disorder,23522|23515,Infancy|Neonatal,,
3010,3416,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3416,Hyperostosis corticalis generalisata,Malformation syndrome,Disorder,23536|23529,Adolescent|Childhood,23410|23417,Autosomal dominant|Autosomal recessive
20225,268936,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=268936,Isolated arhinencephaly,Morphological anomaly,Disorder,23522|23515,Infancy|Neonatal,,
20228,268947,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=268947,Unilateral focal polymicrogyria,Clinical subtype,Subtype of disorder,23508|23522|23515,Antenatal|Infancy|Neonatal,,
3012,3417,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3417,Van den Bosch syndrome,Malformation syndrome,Disorder,23564,No data available,23431,X-linked recessive
20251,269229,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=269229,Pontine tegmental cap dysplasia,Morphological anomaly,Disorder,23522|23515,Infancy|Neonatal,23494,Not applicable
3035,3453,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3453,Autoimmune polyendocrinopathy type 1,Disease,Disorder,23536|23529,Adolescent|Childhood,23417,Autosomal recessive
3032,3448,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3448,Weaver-Williams syndrome,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
20249,269221,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=269221,Isolated bilateral hemispheric cerebellar hypoplasia,Morphological anomaly,Disorder,23522|23515,Infancy|Neonatal,,
3033,3449,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3449,Weill-Marchesani syndrome,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23410|23417,Autosomal dominant|Autosomal recessive
20248,269218,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=269218,Isolated unilateral hemispheric cerebellar hypoplasia,Morphological anomaly,Disorder,23522|23515,Infancy|Neonatal,,
3038,3456,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3456,Wildervanck syndrome,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,,
20253,269510,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=269510,Congenital non-communicating hydrocephalus,Clinical subtype,Subtype of disorder,,,23417,Autosomal recessive
3036,3454,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3454,Wieacker-Wolff syndrome,Malformation syndrome,Disorder,23515,Neonatal,23494|23431,Not applicable|X-linked recessive
3037,3455,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3455,Wiedemann-Rautenstrauch syndrome,Malformation syndrome,Disorder,23508|23515,Antenatal|Neonatal,23417,Autosomal recessive
20252,269505,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=269505,Congenital communicating hydrocephalus,Clinical subtype,Subtype of disorder,,,23417,Autosomal recessive
20243,269203,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=269203,Isolated cerebellar vermis agenesis,Morphological anomaly,Disorder,23522|23515,Infancy|Neonatal,,
20241,269197,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=269197,Glioependymal/ependymal cyst,Morphological anomaly,Disorder,23522|23515,Infancy|Neonatal,,
3024,3434,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3434,MMEP syndrome,Malformation syndrome,Disorder,23508|23515,Antenatal|Neonatal,,
20247,269215,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=269215,Isolated Dandy-Walker malformation without hydrocephalus,Clinical subtype,Subtype of disorder,,,23424,Multigenic/multifactorial
2852,1856,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1856,Spondyloperipheral dysplasia-short ulna syndrome,Disease,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
20453,280315,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280315,Autoimmune pancreatitis type 2,Disease,Disorder,23543,Adult,23494,Not applicable
2853,3181,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3181,Sprengel deformity,Morphological anomaly,Disorder,23508|23522|23515,Antenatal|Infancy|Neonatal,,
20452,280302,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280302,Autoimmune pancreatitis type 1,Clinical subtype,Subtype of disorder,23543,Adult,23494,Not applicable
20455,280333,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280333,Alpha-dystroglycan-related limb-girdle muscular dystrophy R16,Disease,Disorder,23529,Childhood,23417,Autosomal recessive
20454,280325,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280325,Distal deletion 12p syndrome,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,,
20449,280293,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280293,Pelizaeus-Merzbacher-like disease due to AIMP1 mutation,Clinical subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
20448,280288,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280288,Pelizaeus-Merzbacher-like disease due to HSPD1 mutation,Clinical subtype,Subtype of disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
2860,3194,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3194,Corneodermatoosseous syndrome,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
20460,280365,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280365,Autosomal semi-dominant severe lipodystrophic laminopathy,Disease,Disorder,23543,Adult,23466,Semi-dominant
20463,280379,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280379,Erythropoietic uroporphyria associated with myeloid malignancy,Disease,Disorder,23543,Adult,23417,Autosomal recessive
2862,3197,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3197,Hereditary hyperekplexia,Disease,Disorder,23522|23515,Infancy|Neonatal,23410|23417,Autosomal dominant|Autosomal recessive
2863,3199,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3199,Stimmler syndrome,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
2856,3184,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3184,Steatocystoma multiplex-natal teeth syndrome,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
2857,3186,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3186,Holoprosencephaly-radial heart renal anomalies syndrome,Malformation syndrome,Disorder,23508|23515,Antenatal|Neonatal,,
2858,3191,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3191,Subaortic stenosis-short stature syndrome,Malformation syndrome,Disorder,23515,Neonatal,,
2859,3193,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3193,Supravalvular aortic stenosis,Morphological anomaly,Disorder,23557,All ages,23410,Autosomal dominant
20458,280356,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280356,PLIN1-related familial partial lipodystrophy,Disease,Disorder,23529,Childhood,23410,Autosomal dominant
2869,3214,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3214,"Deaf blind hypopigmentation syndrome, Yemenite type",Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
20469,280403,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280403,Familial omphalocele syndrome with facial dysmorphism,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23410,Autosomal dominant
20470,280406,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280406,Familial steroid-resistant nephrotic syndrome with sensorineural deafness,Disease,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
2864,3201,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=3201,Ventricular extrasystoles with syncopal episodes-perodactyly-Robin sequence syndrome,Malformation syndrome,Disorder,23522|23515,Infancy|Neonatal,23480,Unknown
20465,280384,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280384,Recessive intellectual disability-motor dysfunction-multiple joint contractures syndrome,Disease,Disorder,23522|23515,Infancy|Neonatal,23417,Autosomal recessive
20467,280397,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=280397,Familial Alzheimer-like prion disease,Disease,Disorder,23543,Adult,23410,Autosomal dominant
